processed_data\71\a\01610,01610_0.mp4,01610_1.mp4,a
processed_data\71\a\01613,01613_0.mp4,01613_1.mp4,a
processed_data\71\a\01615,01615_0.mp4,01615_1.mp4,a
processed_data\71\a lot\02124,02124_0.mp4,02124_1.mp4,a lot
processed_data\71\a lot\02126,02126_0.mp4,02126_1.mp4,a lot
processed_data\71\a lot\02131,02131_0.mp4,02131_1.mp4,a lot
processed_data\71\abdomen\00341,00341_0.mp4,00341_1.mp4,abdomen
processed_data\71\able\00377,00377_0.mp4,00377_1.mp4,able
processed_data\71\able\00383,00383_0.mp4,00383_1.mp4,able
processed_data\71\able\00384,00384_0.mp4,00384_1.mp4,able
processed_data\71\about\00414,00414_0.mp4,00414_1.mp4,about
processed_data\71\about\00416,00416_0.mp4,00416_1.mp4,about
processed_data\71\about\00423,00423_0.mp4,00423_1.mp4,about
processed_data\71\about\00424,00424_0.mp4,00424_1.mp4,about
processed_data\71\about\00426,00426_0.mp4,00426_1.mp4,about
processed_data\71\above\00431,00431_0.mp4,00431_1.mp4,above
processed_data\71\above\00433,00433_0.mp4,00433_1.mp4,above
processed_data\71\above\00434,00434_0.mp4,00434_1.mp4,above
processed_data\71\above\00435,00435_0.mp4,00435_1.mp4,above
processed_data\71\above\70167,70167_0.mp4,70167_1.mp4,above
processed_data\71\accept\00592,00592_0.mp4,00592_1.mp4,accept
processed_data\71\accept\00597,00597_0.mp4,00597_1.mp4,accept
processed_data\71\accept\00603,00603_0.mp4,00603_1.mp4,accept
processed_data\71\accident\00623,00623_0.mp4,00623_1.mp4,accident
processed_data\71\accident\00624,00624_0.mp4,00624_1.mp4,accident
processed_data\71\accident\00629,00629_0.mp4,00629_1.mp4,00629_2.mp4,accident
processed_data\71\accident\00631,00631_0.mp4,00631_1.mp4,accident
processed_data\71\accident\00635,00635_0.mp4,00635_1.mp4,accident
processed_data\71\accident\00636,00636_0.mp4,00636_1.mp4,accident
processed_data\71\accident\00639,00639_0.mp4,00639_1.mp4,accident
processed_data\71\accomplish\00663,00663_0.mp4,00663_1.mp4,accomplish
processed_data\71\accomplish\00664,00664_0.mp4,00664_1.mp4,accomplish
processed_data\71\accomplish\00668,00668_0.mp4,00668_1.mp4,accomplish
processed_data\71\accountant\00689,00689_0.mp4,00689_1.mp4,accountant
processed_data\71\accountant\00690,00690_0.mp4,00690_1.mp4,accountant
processed_data\71\accountant\00693,00693_0.mp4,00693_1.mp4,accountant
processed_data\71\accountant\00694,00694_0.mp4,00694_1.mp4,accountant
processed_data\71\across\00832,00832_0.mp4,00832_1.mp4,across
processed_data\71\across\00834,00834_0.mp4,00834_1.mp4,across
processed_data\71\across\00840,00840_0.mp4,00840_1.mp4,across
processed_data\71\across\00842,00842_0.mp4,00842_1.mp4,across
processed_data\71\act\00847,00847_0.mp4,00847_1.mp4,act
processed_data\71\act\00849,00849_0.mp4,00849_1.mp4,act
processed_data\71\act\00850,00850_0.mp4,00850_1.mp4,act
processed_data\71\act\00851,00851_0.mp4,00851_1.mp4,act
processed_data\71\action\00853,00853_0.mp4,00853_1.mp4,action
processed_data\71\action\00854,00854_0.mp4,00854_1.mp4,action
processed_data\71\action\00857,00857_0.mp4,00857_1.mp4,action
processed_data\71\action\00858,00858_0.mp4,00858_1.mp4,action
processed_data\71\action\65015,65015_0.mp4,65015_1.mp4,action
processed_data\71\active\00869,00869_0.mp4,00869_1.mp4,active
processed_data\71\active\00873,00873_0.mp4,00873_1.mp4,active
processed_data\71\active\00874,00874_0.mp4,00874_1.mp4,active
processed_data\71\activity\00891,00891_0.mp4,00891_1.mp4,activity
processed_data\71\actor\00899,00899_0.mp4,00899_1.mp4,actor
processed_data\71\actor\00900,00900_0.mp4,00900_1.mp4,00900_2.mp4,actor
processed_data\71\actor\00902,00902_0.mp4,00902_1.mp4,actor
processed_data\71\actor\00903,00903_0.mp4,00903_1.mp4,actor
processed_data\71\actor\00904,00904_0.mp4,00904_1.mp4,actor
processed_data\71\actor\65017,65017_0.mp4,65017_1.mp4,actor
processed_data\71\adapt\00943,00943_0.mp4,00943_1.mp4,adapt
processed_data\71\adapt\00944,00944_0.mp4,00944_1.mp4,adapt
processed_data\71\adapt\00947,00947_0.mp4,00947_1.mp4,adapt
processed_data\71\adapt\00950,00950_0.mp4,00950_1.mp4,adapt
processed_data\71\adapt\00951,00951_0.mp4,00951_1.mp4,adapt
processed_data\71\add\00961,00961_0.mp4,00961_1.mp4,add
processed_data\71\add\00965,00965_0.mp4,00965_1.mp4,add
processed_data\71\add\00972,00972_0.mp4,00972_1.mp4,add
processed_data\71\add\00973,00973_0.mp4,00973_1.mp4,add
processed_data\71\add\65018,65018_0.mp4,65018_1.mp4,add
processed_data\71\add\69205,69205_0.mp4,69205_1.mp4,add
processed_data\71\address\01011,01011_0.mp4,01011_1.mp4,address
processed_data\71\address\01020,01020_0.mp4,01020_1.mp4,address
processed_data\71\address\01024,01024_0.mp4,01024_1.mp4,address
processed_data\71\adjective\01064,01064_0.mp4,01064_1.mp4,adjective
processed_data\71\adjective\01066,01066_0.mp4,01066_1.mp4,01066_2.mp4,adjective
processed_data\71\adjective\01069,01069_0.mp4,01069_1.mp4,adjective
processed_data\71\adjust\01073,01073_0.mp4,01073_1.mp4,adjust
processed_data\71\adjust\01074,01074_0.mp4,01074_1.mp4,adjust
processed_data\71\adjust\01079,01079_0.mp4,01079_1.mp4,adjust
processed_data\71\admire\01100,01100_0.mp4,01100_1.mp4,admire
processed_data\71\admire\01101,01101_0.mp4,01101_1.mp4,admire
processed_data\71\admire\01106,01106_0.mp4,01106_1.mp4,admire
processed_data\71\admire\01107,01107_0.mp4,01107_1.mp4,admire
processed_data\71\admit\01120,01120_0.mp4,01120_1.mp4,admit
processed_data\71\admit\01124,01124_0.mp4,01124_1.mp4,admit
processed_data\71\admit\01127,01127_0.mp4,01127_1.mp4,admit
processed_data\71\adopt\01157,01157_0.mp4,01157_1.mp4,adopt
processed_data\71\adopt\01161,01161_0.mp4,01161_1.mp4,adopt
processed_data\71\adopt\01162,01162_0.mp4,01162_1.mp4,adopt
processed_data\71\adult\01206,01206_0.mp4,01206_1.mp4,adult
processed_data\71\adult\01207,01207_0.mp4,01207_1.mp4,adult
processed_data\71\adult\01208,01208_0.mp4,01208_1.mp4,adult
processed_data\71\adult\01216,01216_0.mp4,01216_1.mp4,adult
processed_data\71\adult\01217,01217_0.mp4,01217_1.mp4,adult
processed_data\71\advanced\01226,01226_0.mp4,01226_1.mp4,advanced
processed_data\71\advanced\01231,01231_0.mp4,01231_1.mp4,advanced
processed_data\71\advantage\01244,01244_0.mp4,01244_1.mp4,advantage
processed_data\71\advantage\01252,01252_0.mp4,01252_1.mp4,advantage
processed_data\71\adverb\01265,01265_0.mp4,01265_1.mp4,adverb
processed_data\71\adverb\01266,01266_0.mp4,01266_1.mp4,01266_2.mp4,adverb
processed_data\71\adverb\01269,01269_0.mp4,01269_1.mp4,adverb
processed_data\71\affect\01318,01318_0.mp4,01318_1.mp4,affect
processed_data\71\affect\01319,01319_0.mp4,01319_1.mp4,affect
processed_data\71\affect\01320,01320_0.mp4,01320_1.mp4,affect
processed_data\71\affect\01325,01325_0.mp4,01325_1.mp4,affect
processed_data\71\affect\01327,01327_0.mp4,01327_1.mp4,affect
processed_data\71\afraid\01374,01374_0.mp4,01374_1.mp4,afraid
processed_data\71\afraid\01381,01381_0.mp4,01381_1.mp4,afraid
